%MISS,GETS,NONREC,SLOW,REC,TIER2,TIER3,%UTIL,AVER_HTM,MON-NAME,PATTERN-NAME,PATTERN-NO
3,77796,77796,2018,0,61982420,1896924,99,484343,java/lang/Object@000000060A261730,Hot2,2
3,73161,73161,2260,0,59652812,1826731,99,515373,java/lang/Object@000000060A25B2F8,Hot2,2
4,68707,68707,2834,0,63720192,1955842,99,547316,java/lang/Object@000000060A25AFC0,Hot2,2
3,75964,75964,2221,0,61436292,1881719,99,496400,java/lang/Object@000000060A25B5F0,Hot2,2
5,69896,69896,3723,0,71368846,2193941,99,537829,java/lang/Object@000000060A25B498,Hot2,2
3,76856,76856,2201,0,65424120,2004951,99,490559,java/lang/Object@000000060A2615C8,Hot2,2
5,71461,71461,3497,0,71258610,2189511,99,525883,java/lang/Object@000000060A2614D0,Hot2,2
5,74181,74181,3429,0,74521044,2290620,99,506872,java/lang/Object@000000060A25B558,Hot2,2
4,63772,63772,2380,0,59566647,1828102,99,591223,java/lang/Object@000000060A25B568,Hot2,2
3,71915,71915,2311,0,57452685,1757795,99,523874,java/lang/Object@000000060A25B7B8,Hot2,2
3,62612,62612,2141,0,52930448,1621967,99,601133,java/lang/Object@000000060A25B4D0,Hot2,2
3,78125,78125,2521,0,68158667,2089690,99,482498,java/lang/Object@000000060A25B6F8,Hot2,2
5,67919,67919,3297,0,71874624,2210198,99,554363,java/lang/Object@000000060A2615C8,Hot2,2
4,71524,71524,3127,0,67039531,2057651,99,524764,java/lang/Object@000000060A25B938,Hot2,2
3,79624,79624,2056,0,62379329,1909114,99,474048,java/lang/Object@000000060A25B850,Hot2,2
4,66153,66153,2866,0,66217672,2035006,99,570124,java/lang/Object@000000060A25B4F8,Hot2,2
3,79850,79850,2546,0,75246507,2311219,99,472570,java/lang/Object@000000060A258558,Hot2,2
4,60097,60097,2300,0,54443843,1669782,99,628556,java/lang/Object@000000060A25BAE0,Hot2,2
4,67694,67694,2841,0,59548965,1825572,99,554737,java/lang/Object@000000060A25BA08,Hot2,2
5,68436,68436,3193,0,71067710,2185042,99,549306,java/lang/Object@000000060A2617B8,Hot2,2
3,60284,60284,2004,0,53614607,1644421,99,624026,java/lang/Object@000000060A25E288,Hot2,2
3,64067,64067,2142,0,56903848,1745132,99,589076,java/lang/Object@000000060A25E1C0,Hot2,2
5,62267,62267,3258,0,68474537,2106971,99,603621,java/lang/Object@000000060A25E038,Hot2,2
4,68681,68681,3035,0,70914372,2180419,99,548938,java/lang/Object@000000060A25E648,Hot2,2
4,66261,66261,2865,0,63753623,1958322,99,568908,java/lang/Object@000000060A25E6E0,Hot2,2
4,79073,79073,2945,0,78715099,2419323,99,477173,java/lang/Object@000000060A258FD8,Hot2,2
3,70895,70895,2120,0,55859421,1709309,99,530659,java/lang/Object@000000060A25E890,Hot2,2
5,68330,68330,3251,0,69238760,2128205,99,549239,java/lang/Object@000000060A25E018,Hot2,2
5,70313,70313,3613,0,68997663,2119439,99,536294,java/lang/Object@000000060A25E810,Hot2,2
3,73134,73134,2541,0,60186029,1843188,99,516285,java/lang/Object@000000060A25E350,Hot2,2
3,74432,74432,2532,0,59699212,1827968,99,507182,java/lang/Object@000000060A25E100,Hot2,2
4,70195,70195,2561,0,61394872,1882616,99,537121,java/lang/Object@000000060A25E420,Hot2,2
4,78412,78412,3066,0,76383058,2346206,99,481168,java/lang/Object@000000060A25E230,Hot2,2
5,63898,63898,3334,0,69724987,2145163,99,589433,java/lang/Object@000000060A25E480,Hot2,2
4,67991,67991,3030,0,65792607,2020306,99,553026,java/lang/Object@000000060A261790,Hot2,2
4,65977,65977,2723,0,63830025,1960737,99,571285,java/lang/Object@000000060A25BE60,Hot2,2
3,66087,66087,1677,0,51062447,1561761,99,571594,java/lang/Object@000000060A25E258,Hot2,2
5,64818,64818,2980,0,63746169,1958438,99,581140,java/lang/Object@000000060A25B688,Hot2,2
4,63581,63581,2815,0,61443344,1886640,99,592948,java/lang/Object@000000060A25BDA8,Hot2,2
4,73463,73463,2944,0,68861822,2114205,99,513240,java/lang/Object@000000060A25B860,Hot2,2
3,74662,74662,2113,0,58349881,1786215,99,504717,java/lang/Object@000000060A25E480,Hot2,2
5,67609,67609,3079,0,67596271,2076758,99,556386,java/lang/Object@000000060A25B440,Hot2,2
4,75602,75602,3004,0,73975289,2272740,99,496937,java/lang/Object@000000060A25E4F0,Hot2,2
4,63373,63373,2445,0,58657550,1800099,99,593091,java/lang/Object@000000060A25B920,Hot2,2
3,76778,76778,2231,0,62750851,1922132,99,491138,java/lang/Object@000000060A25B308,Hot2,2
3,68900,68900,2089,0,58122927,1781127,99,546655,java/lang/Object@000000060A25DE38,Hot2,2
4,68682,68682,2468,0,60429925,1852685,99,547782,java/lang/Object@000000060A25BA48,Hot2,2
5,63387,63387,3224,0,69689925,2144341,99,594399,java/lang/Object@000000060A2615C8,Hot2,2
3,73453,73453,2458,0,63459295,1945721,99,512252,java/lang/Object@000000060A261AC0,Hot2,2
3,75728,75728,2389,0,62797994,1924432,99,497854,java/lang/Object@000000060A261600,Hot2,2
4,66072,66072,2611,0,61672598,1893333,99,569373,java/lang/Object@000000060A261860,Hot2,2
5,65039,65039,3050,0,66708999,2050732,99,579277,java/lang/Object@000000060A261688,Hot2,2
4,75299,75299,2853,0,69320381,2128304,99,500594,java/lang/Object@000000060A25E820,Hot2,2
4,59294,59294,2349,0,56928808,1748307,99,635113,java/lang/Object@000000060A25E7E8,Hot2,2
5,60193,60193,2862,0,60776162,1867620,99,627128,java/lang/Object@000000060A25B328,Hot2,2
4,65743,65743,2523,0,59977814,1840411,99,573439,java/lang/Object@000000060A25BD80,Hot2,2
4,59945,59945,2642,0,60366539,1855014,99,629002,java/lang/Object@000000060A25B9B8,Hot2,2
4,78109,78109,2870,0,75394385,2315396,99,482189,java/lang/Object@000000060A25B270,Hot2,2
4,70049,70049,2846,0,66443293,2040387,99,538285,java/lang/Object@000000060A25BC08,Hot2,2
3,70121,70121,2011,0,56281633,1723980,99,537274,java/lang/Object@000000060A25BCD8,Hot2,2
4,62457,62457,2461,0,60690776,1864688,99,603336,java/lang/Object@000000060A25B4D0,Hot2,2
3,76047,76047,2440,0,65641945,2012415,99,494240,java/lang/Object@000000060A2615F0,Hot2,2
5,67534,67534,3141,0,66037813,2028107,99,558763,java/lang/Object@000000060A258978,Hot2,2
4,70903,70903,3128,0,65227394,2001306,99,532013,java/lang/Object@000000060A25BC30,Hot2,2
3,75012,75012,1937,0,57471977,1758658,99,501675,java/lang/Object@000000060A25E310,Hot2,2
4,76674,76674,2887,0,74498089,2288797,99,491244,java/lang/Object@000000060A25BC88,Hot2,2
4,76097,76097,2812,0,70363217,2159961,99,495416,java/lang/Object@000000060A25B600,Hot2,2
3,76639,76639,2417,0,62835381,1924537,99,492681,java/lang/Object@000000060A25BDA8,Hot2,2
3,79363,79363,2344,0,65023034,1991308,99,475804,java/lang/Object@000000060A25E188,Hot2,2
4,72669,72669,2631,0,61432202,1882648,99,517556,java/lang/Object@000000060A25B888,Hot2,2
5,60355,60355,2716,0,57918705,1778318,99,624373,java/lang/Object@000000060A25E220,Hot2,2
3,78034,78034,2160,0,65650546,2011291,99,482882,java/lang/Object@000000060A25B418,Hot2,2
3,78843,78843,2323,0,62940210,1926707,99,478787,java/lang/Object@000000060A25B688,Hot2,2
3,61191,61191,2075,0,55032890,1688659,99,616764,java/lang/Object@000000060A25B428,Hot2,2
4,66513,66513,2722,0,64249748,1973446,99,565443,java/lang/Object@000000060A25E598,Hot2,2
5,73843,73843,3408,0,75097038,2308979,99,510011,java/lang/Object@000000060A258558,Hot2,2
4,69564,69564,3082,0,63528852,1948979,99,542337,java/lang/Object@000000060A25E2B8,Hot2,2
3,61954,61954,2168,0,54465566,1669894,99,609100,java/lang/Object@000000060A25B758,Hot2,2
100,59255,59255,59131,0,200924,4364,93,593654,java/lang/Object@000000060A25B850,Hot2,2
4,69357,69357,3038,0,67245495,2065396,99,542580,java/lang/Object@000000060A2614D0,Hot2,2
4,77458,77458,2947,0,74779968,2297049,99,486910,java/lang/Object@000000060A25B238,Hot2,2
2,67232,67232,1543,0,49148991,1502282,99,560006,java/lang/Object@000000060A25BD98,Hot2,2
4,61193,61193,2669,0,59782638,1836831,99,616427,java/lang/Object@000000060A25B888,Hot2,2
5,61369,61369,2778,0,62497511,1921069,99,612836,java/lang/Object@000000060A2614D0,Hot2,2
4,64733,64733,2726,0,62387058,1916083,99,580589,java/lang/Object@000000060A261DC0,Hot2,2
4,74760,74760,2638,0,63643695,1951330,99,503630,java/lang/Object@000000060A25BB48,Hot2,2
4,66292,66292,2895,0,65282384,2005922,99,568445,java/lang/Object@000000060A25B130,Hot2,2
5,60164,60164,2719,0,62368586,1917343,99,626791,java/lang/Object@000000060A25B428,Hot2,2
5,65559,65559,3416,0,68673690,2111831,99,574308,java/lang/Object@000000060A258558,Hot2,2
3,76322,76322,2651,0,68766679,2110023,99,494078,java/lang/Object@000000060A25B270,Hot2,2
4,76869,76869,2911,0,68259775,2093434,99,489803,java/lang/Object@000000060A25B8D8,Hot2,2
5,67929,67929,3414,0,71597492,2201417,99,554720,java/lang/Object@000000060A258750,Hot2,2
3,73917,73917,2085,0,57014552,1744038,99,510561,java/lang/Object@000000060A25B3F0,Hot2,2
3,76374,76374,2417,0,64950915,1990635,99,493070,java/lang/Object@000000060A25E4E0,Hot2,2
4,60621,60621,2699,0,61844431,1900917,99,621926,java/lang/Object@000000060A25BB98,Hot2,2
4,70543,70543,3023,0,68304233,2098499,99,534040,java/lang/Object@000000060A25BA18,Hot2,2
4,74815,74815,3249,0,73489248,2258233,99,503239,java/lang/Object@000000060A25B990,Hot2,2
3,74458,74458,2454,0,61234445,1875821,99,506264,java/lang/Object@000000060A25E4F0,Hot2,2
5,68649,68649,3152,0,70935209,2180941,99,547429,java/lang/Object@000000060A25E648,Hot2,2
5,60668,60668,3200,0,67043749,2063176,99,619801,java/lang/Object@000000060A25B390,Hot2,2
6,62699,62699,3533,0,66555030,2046670,99,601267,java/lang/Object@000000060A25E100,Hot2,2
6,60055,60055,3405,0,65608486,2018450,99,627573,java/lang/Object@000000060A25B828,Hot2,2
5,74967,74967,3376,0,67140095,2060346,99,502946,java/lang/Object@000000060A2616E8,Hot2,2
5,63210,63210,2871,0,63071631,1937589,99,596353,java/lang/Object@000000060A25E5B0,Hot2,2
4,63335,63335,2704,0,60930814,1870494,99,595273,java/lang/Object@000000060A261698,Hot2,2
4,64857,64857,2555,0,61029304,1873553,99,581487,java/lang/Object@000000060A25B2D0,Hot2,2
6,59562,59562,3818,0,67212135,2068519,99,633014,java/lang/Object@000000060A25B980,Hot2,2
5,60645,60645,2738,0,61769261,1898850,99,620845,java/lang/Object@000000060A25E680,Hot2,2
4,68477,68477,3024,0,65096701,1998546,99,550226,java/lang/Object@000000060A25B8F8,Hot2,2
5,71291,71291,3340,0,69987800,2149668,99,527784,java/lang/Object@000000060A25B958,Hot2,2
5,73725,73725,3334,0,68677269,2108094,99,511698,java/lang/Object@000000060A25E3F8,Hot2,2
4,60508,60508,2491,0,56777109,1743000,99,623362,java/lang/Object@000000060A25E448,Hot2,2
5,69965,69965,3528,0,72002894,2213424,99,538459,java/lang/Object@000000060A261720,Hot2,2
4,76221,76221,2966,0,74163506,2278809,99,493761,java/lang/Object@000000060A25E2B8,Hot2,2
4,61441,61441,2602,0,58423713,1793755,99,613201,java/lang/Object@000000060A25B3C8,Hot2,2
3,78406,78406,2478,0,67310491,2062997,99,481061,java/lang/Object@000000060A25BD10,Hot2,2
4,69581,69581,3075,0,70185233,2157136,99,541206,java/lang/Object@000000060A25E350,Hot2,2
4,71372,71372,2699,0,61746462,1892786,99,527972,java/lang/Object@000000060A261558,Hot2,2
4,62910,62910,2563,0,61475551,1888332,99,599179,java/lang/Object@000000060A258670,Hot2,2
6,67024,67024,3733,0,71130166,2187289,99,562672,java/lang/Object@000000060A25B888,Hot2,2
4,63546,63546,2546,0,60635060,1861730,99,593360,java/lang/Object@000000060A25E518,Hot2,2
4,63463,63463,2785,0,63302157,1944739,99,593657,java/lang/Object@000000060A25B7C8,Hot2,2
4,60868,60868,2319,0,54479266,1671194,99,620637,java/lang/Object@000000060A25E3E8,Hot2,2
4,72123,72123,3022,0,68056695,2089296,99,522029,java/lang/Object@000000060A25B558,Hot2,2
6,60263,60263,3430,0,68234807,2100525,99,624966,java/lang/Object@000000060A25E6B8,Hot2,2
4,62770,62770,2569,0,61693559,1895084,99,599109,java/lang/Object@000000060A2617F0,Hot2,2
6,62441,62441,3532,0,68221297,2098812,99,604239,java/lang/Object@000000060A25DF28,Hot2,2
4,70875,70875,2845,0,64284301,1971958,99,531210,java/lang/Object@000000060A25E788,Hot2,2
3,61823,61823,1931,0,54258242,1663682,99,608781,java/lang/Object@000000060A25B328,Hot2,2
4,63422,63422,2818,0,63093400,1938308,99,593629,java/lang/Object@000000060A25B4D0,Hot2,2
3,76829,76829,2600,0,66360674,2033984,99,489720,java/lang/Object@000000060A25BCC8,Hot2,2
5,70394,70394,3224,0,67161099,2062517,99,535848,java/lang/Object@000000060A25BE18,Hot2,2
3,65161,65161,2197,0,55166774,1690640,99,579789,java/lang/Object@000000060A261558,Hot2,2
3,74440,74440,2333,0,61162740,1873864,99,506825,java/lang/Object@000000060A25B4C0,Hot2,2
4,67927,67927,2975,0,65843484,2021841,99,554905,java/lang/Object@000000060A25E2C8,Hot2,2
5,64304,64304,3405,0,68972235,2121366,99,585027,java/lang/Object@000000060A25E690,Hot2,2
4,68386,68386,2553,0,64862419,1991443,99,551004,java/lang/Object@000000060A25B980,Hot2,2
4,63918,63918,2663,0,62088479,1907154,99,589533,java/lang/Object@000000060A25B698,Hot2,2
3,79311,79311,2529,0,70897968,2175215,99,475887,java/lang/Object@000000060A25BAB0,Hot2,2
5,60444,60444,3271,0,65500312,2014940,99,623179,java/lang/Object@000000060A25E528,Hot2,2
5,62597,62597,2830,0,62173746,1910660,99,601966,java/lang/Object@000000060A25E4B8,Hot2,2
5,70659,70659,3470,0,70174611,2155609,99,531413,java/lang/Object@000000060A2618F8,Hot2,2
100,55676,55676,55563,0,168348,3471,91,623577,java/lang/Object@000000060A25E528,Hot2,2
5,70887,70887,3258,0,68642308,2108192,99,531637,java/lang/Object@000000060A25B7B8,Hot2,2
5,60593,60593,3024,0,58496632,1796407,99,622965,java/lang/Object@000000060A25E658,Hot2,2
4,71020,71020,2522,0,58305348,1785740,99,531671,java/lang/Object@000000060A25E218,Hot2,2
4,74692,74692,3195,0,73524547,2259647,99,504397,java/lang/Object@000000060A25B650,Hot2,2
4,71434,71434,2751,0,64814438,1988390,99,527772,java/lang/Object@000000060A2588B0,Hot2,2
4,71583,71583,2867,0,67999726,2087801,99,526232,java/lang/Object@000000060A25E3E8,Hot2,2
5,67119,67119,3353,0,70253612,2159932,99,561151,java/lang/Object@000000060A25E880,Hot2,2
4,65242,65242,2471,0,58951431,1808736,99,577485,java/lang/Object@000000060A25E188,Hot2,2
5,72049,72049,3400,0,70953861,2179618,99,522016,java/lang/Object@000000060A261520,Hot2,2
5,69665,69665,3266,0,67901491,2085610,99,541343,java/lang/Object@000000060A25DF38,Hot2,2
4,66227,66227,2469,0,61471352,1887338,99,569195,java/lang/Object@000000060A261568,Hot2,2
6,59798,59798,3463,0,69570938,2142389,99,629792,java/lang/Object@000000060A25E128,Hot2,2
4,75637,75637,3274,0,72888189,2238991,99,498726,java/lang/Object@000000060A25B698,Hot2,2
4,75805,75805,3040,0,73118947,2245997,99,496684,java/lang/Object@000000060A25B4D0,Hot2,2
3,62996,62996,1778,0,50746202,1554032,99,599941,java/lang/Object@000000060A25BD20,Hot2,2
4,62805,62805,2611,0,61147087,1878319,99,599913,java/lang/Object@000000060A25BED8,Hot2,2
100,64544,64544,64414,0,170380,3248,91,536734,java/lang/Object@000000060A25E378,Hot2,2
4,59878,59878,2639,0,61594918,1893490,99,629678,java/lang/Object@000000060A25E550,Hot2,2
3,77776,77776,2675,0,68613820,2103891,99,484452,java/lang/Object@000000060A25B5F0,Hot2,2
5,69914,69914,3414,0,72716913,2235909,99,539001,java/lang/Object@000000060A25E490,Hot2,2
4,62035,62035,2406,0,58945637,1810277,99,607025,java/lang/Object@000000060A25E280,Hot2,2
5,72065,72065,3434,0,72798452,2237545,99,521116,java/lang/Object@000000060A261370,Hot2,2
4,65320,65320,2404,0,58481103,1793588,99,577589,java/lang/Object@000000060A25B568,Hot2,2
3,63489,63489,2032,0,56725553,1739767,99,592764,java/lang/Object@000000060A25E608,Hot2,2
5,72394,72394,3287,0,72810468,2237445,99,519568,java/lang/Object@000000060A25BBC0,Hot2,2
4,67232,67232,2378,0,57233648,1753603,99,560105,java/lang/Object@000000060A261A28,Hot2,2
4,72366,72366,3018,0,67313278,2065568,99,520812,java/lang/Object@000000060A25E3C0,Hot2,2
4,62896,62896,2805,0,62438925,1918023,99,598919,java/lang/Object@000000060A25E350,Hot2,2
4,60538,60538,2340,0,57313737,1759742,99,622808,java/lang/Object@000000060A261698,Hot2,2
5,71744,71744,3347,0,71486659,2196327,99,524091,java/lang/Object@000000060A261428,Hot2,2
5,69242,69242,3411,0,71163468,2187805,99,542007,java/lang/Object@000000060A25DF08,Hot2,2
5,68632,68632,3498,0,70521790,2167722,99,549468,java/lang/Object@000000060A258558,Hot2,2
100,63914,63914,63766,0,116716,1608,90,537398,java/lang/Object@000000060A25B668,Hot2,2
4,76212,76212,3062,0,75042887,2305776,99,494591,java/lang/Object@000000060A261600,Hot2,2
4,65642,65642,2948,0,63352491,1945645,99,574254,java/lang/Object@000000060A25B698,Hot2,2
4,71523,71523,2509,0,62030249,1901200,99,526497,java/lang/Object@000000060A257F88,Hot2,2
5,68391,68391,3372,0,70932075,2180567,99,551655,java/lang/Object@000000060A25BA18,Hot2,2
3,78666,78666,2409,0,66421477,2035524,99,479986,java/lang/Object@000000060A25B558,Hot2,2
3,77645,77645,2657,0,68137967,2089069,99,485530,java/lang/Object@000000060A25B7B8,Hot2,2
5,60399,60399,3320,0,69399073,2136616,99,624206,java/lang/Object@000000060A25BAB0,Hot2,2
4,67744,67744,2658,0,62239884,1909712,99,555476,java/lang/Object@000000060A25B390,Hot2,2
3,63799,63799,1719,0,52730184,1614629,99,591128,java/lang/Object@000000060A25B748,Hot2,2
4,69427,69427,2511,0,60876529,1866574,99,543053,java/lang/Object@000000060A25E810,Hot2,2
4,72620,72620,3054,0,67784693,2080735,99,518053,java/lang/Object@000000060A25E3B0,Hot2,2
6,60290,60290,3482,0,68979968,2123636,99,624260,java/lang/Object@000000060A25DFD0,Hot2,2
4,59681,59681,2355,0,56998155,1750005,99,632327,java/lang/Object@000000060A25BA18,Hot2,2
6,63854,63854,3523,0,68201635,2097462,99,589985,java/lang/Object@000000060A25B720,Hot2,2
3,77432,77432,2364,0,62469141,1912044,99,485153,java/lang/Object@000000060A261438,Hot2,2
5,66158,66158,3380,0,71206799,2190410,99,569360,java/lang/Object@000000060A25BE40,Hot2,2
4,67004,67004,2585,0,60918859,1868913,99,563426,java/lang/Object@000000060A25B590,Hot2,2
4,67784,67784,2503,0,60968196,1869877,99,556038,java/lang/Object@000000060A25E3E8,Hot2,2
6,63501,63501,3569,0,69150730,2127171,99,593892,java/lang/Object@000000060A25BAB0,Hot2,2
3,63560,63560,1969,0,55121671,1689453,99,593887,java/lang/Object@000000060A25E6E0,Hot2,2
4,61904,61904,2319,0,57901427,1777420,99,608939,java/lang/Object@000000060A25B5C8,Hot2,2
4,74102,74102,2774,0,64630388,1981961,99,508024,java/lang/Object@000000060A261980,Hot2,2
5,60400,60400,3250,0,66405861,2043389,99,623346,java/lang/Object@000000060A25B298,Hot2,2
5,69747,69747,3143,0,67898022,2085753,99,538287,java/lang/Object@000000060A25BBA8,Hot2,2
3,67110,67110,1978,0,55970875,1714784,99,562079,java/lang/Object@000000060A25E658,Hot2,2
4,70510,70510,3132,0,68801754,2113466,99,534123,java/lang/Object@000000060A25BAC0,Hot2,2
4,70711,70711,2641,0,60081801,1842029,99,533815,java/lang/Object@000000060A25E778,Hot2,2
4,63077,63077,2732,0,64842662,1993413,99,597454,java/lang/Object@000000060A25B498,Hot2,2
5,61648,61648,3197,0,66952788,2059830,99,609336,java/lang/Object@000000060A25E318,Hot2,2
4,75579,75579,2887,0,68764225,2110692,99,498577,java/lang/Object@000000060A25BE40,Hot2,2
5,69565,69565,3211,0,71378667,2194460,99,540843,java/lang/Object@000000060A25B530,Hot2,2
5,67412,67412,3326,0,70724343,2174339,99,557858,java/lang/Object@000000060A261780,Hot2,2
6,65893,65893,3667,0,73136426,2250839,99,572381,java/lang/Object@000000060A258558,Hot2,2
5,68143,68143,3689,0,69520026,2136216,99,553318,java/lang/Object@000000060A25B7B8,Hot2,2
3,71459,71459,2272,0,59981300,1837294,99,527629,java/lang/Object@000000060A261698,Hot2,2
4,71536,71536,2548,0,61635589,1888622,99,526775,java/lang/Object@000000060A25B358,Hot2,2
6,66480,66480,3704,0,67832557,2084530,99,566989,java/lang/Object@000000060A25E5B0,Hot2,2
5,70870,70870,3680,0,70395396,2162874,99,532012,java/lang/Object@000000060A258558,Hot2,2
4,64379,64379,2535,0,60373472,1853438,99,585715,java/lang/Object@000000060A25E750,Hot2,2
5,72396,72396,3276,0,71353457,2192089,99,520274,java/lang/Object@000000060A25B6E8,Hot2,2
5,68490,68490,3345,0,71026666,2183586,99,549976,java/lang/Object@000000060A25B5C8,Hot2,2
4,59982,59982,2449,0,58864479,1808351,99,628062,java/lang/Object@000000060A25B3A0,Hot2,2
5,62240,62240,3197,0,66786040,2054447,99,605225,java/lang/Object@000000060A25B9C8,Hot2,2
5,61569,61569,3160,0,67663055,2082007,99,611861,java/lang/Object@000000060A25B990,Hot2,2
4,64189,64189,2720,0,61711783,1895132,99,586948,java/lang/Object@000000060A25B720,Hot2,2
3,72950,72950,2398,0,60309928,1847243,99,516823,java/lang/Object@000000060A25B920,Hot2,2
5,67392,67392,3326,0,70072271,2154137,99,557525,java/lang/Object@000000060A25E378,Hot2,2
3,71728,71728,2317,0,60765541,1861802,99,525557,java/lang/Object@000000060A2617B8,Hot2,2
5,61762,61762,3255,0,65369560,2010417,99,610020,java/lang/Object@000000060A25E100,Hot2,2
5,59881,59881,2871,0,61310257,1884453,99,629627,java/lang/Object@000000060A25B828,Hot2,2
3,72394,72394,2340,0,60004755,1837083,99,521305,java/lang/Object@000000060A261558,Hot2,2
3,66241,66241,2228,0,56467623,1731123,99,570304,java/lang/Object@000000060A25B7C8,Hot2,2
5,73421,73421,3378,0,71868106,2207932,99,511352,java/lang/Object@000000060A25BE68,Hot2,2
3,64935,64935,2077,0,57174969,1753401,99,579897,java/lang/Object@000000060A25E620,Hot2,2
4,70336,70336,2630,0,65621034,2014900,99,536215,java/lang/Object@000000060A25BE78,Hot2,2
3,78019,78019,2386,0,62838401,1923698,99,482662,java/lang/Object@000000060A25E490,Hot2,2
4,69604,69604,2531,0,59871194,1835574,99,540241,java/lang/Object@000000060A25E168,Hot2,2
3,72833,72833,2184,0,57477049,1758961,99,516901,java/lang/Object@000000060A25E3E8,Hot2,2
4,73050,73050,2709,0,66119216,2028540,99,515767,java/lang/Object@000000060A25DF38,Hot2,2
4,63194,63194,2546,0,61018137,1873694,99,596375,java/lang/Object@000000060A25B4F8,Hot2,2
6,60707,60707,3348,0,67490262,2076976,99,620249,java/lang/Object@000000060A25BB58,Hot2,2
4,76807,76807,3014,0,74538107,2289837,99,489959,java/lang/Object@000000060A25E2B8,Hot2,2
5,61007,61007,2988,0,66418023,2043591,99,618165,java/lang/Object@000000060A2615F0,Hot2,2
3,65937,65937,2248,0,56518483,1732173,99,570562,java/lang/Object@000000060A25BF08,Hot2,2
4,63686,63686,2627,0,60725168,1864463,99,589695,java/lang/Object@000000060A261600,Hot2,2
3,76936,76936,2109,0,61073784,1869006,99,490074,java/lang/Object@000000060A25DFC0,Hot2,2
4,69503,69503,2671,0,64489097,1979531,99,541718,java/lang/Object@000000060A2616C0,Hot2,2
6,61382,61382,3399,0,66925755,2059105,99,613397,java/lang/Object@000000060A25E620,Hot2,2
5,72011,72011,3619,0,72212579,2218826,99,521433,java/lang/Object@000000060A261558,Hot2,2
5,70028,70028,3243,0,71155425,2186980,99,536167,java/lang/Object@000000060A261610,Hot2,2
3,62424,62424,2058,0,54063185,1657723,99,604527,java/lang/Object@000000060A25BE18,Hot2,2
5,63889,63889,3324,0,70057464,2155441,99,589630,java/lang/Object@000000060A25E8E0,Hot2,2
5,61336,61336,2806,0,63538660,1953669,99,614375,java/lang/Object@000000060A25B270,Hot2,2
4,77192,77192,2797,0,72749939,2233431,99,486665,java/lang/Object@000000060A25E660,Hot2,2
5,65548,65548,3099,0,68043289,2092307,99,574428,java/lang/Object@000000060A25B6D0,Hot2,2
5,74390,74390,3370,0,72283408,2220957,99,505659,java/lang/Object@000000060A25E480,Hot2,2
4,71792,71792,3012,0,65060523,1995792,99,525651,java/lang/Object@000000060A25DDD0,Hot2,2
3,79072,79072,2240,0,69586146,2134207,99,477316,java/lang/Object@000000060A261568,Hot2,2
3,72114,72114,2351,0,56709344,1734382,99,523509,java/lang/Object@000000060A25E3F8,Hot2,2
4,68055,68055,2433,0,58408397,1790501,99,553134,java/lang/Object@000000060A25E5B0,Hot2,2
4,62604,62604,2713,0,60826092,1868266,99,602466,java/lang/Object@000000060A25B400,Hot2,2
6,62953,62953,3467,0,62942153,1933699,99,599067,java/lang/Object@000000060A25BDA8,Hot2,2
5,68815,68815,3560,0,72325918,2224142,99,546153,java/lang/Object@000000060A25B6A0,Hot2,2
4,61978,61978,2452,0,60141948,1847273,99,608848,java/lang/Object@000000060A25B510,Hot2,2
4,68801,68801,2719,0,63551584,1950428,99,547966,java/lang/Object@000000060A25E100,Hot2,2
4,73880,73880,3067,0,68662268,2107892,99,509844,java/lang/Object@000000060A261720,Hot2,2
5,66847,66847,3317,0,71358955,2194751,99,563257,java/lang/Object@000000060A25E480,Hot2,2
4,67767,67767,2665,0,65167035,2000986,99,555829,java/lang/Object@000000060A2618B0,Hot2,2
4,74214,74214,2682,0,63194497,1937281,99,507186,java/lang/Object@000000060A25B470,Hot2,2
100,60033,60033,59941,0,178786,3665,94,597550,java/lang/Object@000000060A25E810,Hot2,2
3,75400,75400,2341,0,62708375,1921615,99,499827,java/lang/Object@000000060A25E3E8,Hot2,2
4,59968,59968,2190,0,54959292,1686547,99,630076,java/lang/Object@000000060A25BE60,Hot2,2
4,72337,72337,2675,0,65348765,2004575,99,520676,java/lang/Object@000000060A25E648,Hot2,2
4,68331,68331,3026,0,68981856,2119730,99,550504,java/lang/Object@000000060A25E3C0,Hot2,2
4,68356,68356,2530,0,62898896,1930322,99,551051,java/lang/Object@000000060A25B3A0,Hot2,2
3,67001,67001,2138,0,57006514,1746972,99,563251,java/lang/Object@000000060A25AF58,Hot2,2
4,73797,73797,2974,0,65822607,2019010,99,511404,java/lang/Object@000000060A25B910,Hot2,2
4,61276,61276,2661,0,61402720,1887171,99,615480,java/lang/Object@000000060A25B570,Hot2,2
3,73743,73743,2573,0,64520952,1978480,99,511170,java/lang/Object@000000060A25E4B8,Hot2,2
4,66390,66390,2941,0,67067177,2061149,99,568341,java/lang/Object@000000060A25BAC0,Hot2,2
5,72345,72345,3515,0,70622029,2169225,99,520385,java/lang/Object@000000060A25BD48,Hot2,2
5,61219,61219,3300,0,69818588,2149661,99,615251,java/lang/Object@000000060A25E220,Hot2,2
3,76471,76471,2596,0,67289154,2063301,99,492141,java/lang/Object@000000060A25B600,Hot2,2
4,61787,61787,2193,0,57227281,1756391,99,611184,java/lang/Object@000000060A25B980,Hot2,2
4,61190,61190,2670,0,54411562,1669079,99,616737,java/lang/Object@000000060A25E458,Hot2,2
